_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,BARCODE,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
73146,571,PO-00581,907,Kingston Rd,Kingston Rd,South,Balsam Ave,West,13073.0,19,,PPC,Temporarily Removed,M3213073,0,321753.529,4837832.783,-79.289730518,43.680249097,"{u'type': u'Point', u'coordinates': (-79.2897305208, 43.6802490949)}"
73147,572,PO-00584,850,Humberwood Blvd,Humberwood Blvd,East,Pinecone Dr,North,13081.0,1,,PPC,Existing,M0213081,0,295120.907,4843205.702,-79.620143677,43.728742465,"{u'type': u'Point', u'coordinates': (-79.6201436725, 43.7287424693)}"
73148,573,PO-00586,81,Ranleigh Ave,Ranleigh Ave,South,Mount Pleasant Rd,West,13083.0,15,,PPC,Existing,M2513083,0,312809.293,4843121.905,-79.400584264,43.728008102,"{u'type': u'Point', u'coordinates': (-79.4005842666, 43.7280081005)}"
73149,574,PO-00587,275,Avenue Rd,Avenue Rd,East,Macpherson Ave,North,13084.0,12,,PPC,Existing,M2213084,0,313033.333,4837616.456,-79.397887506,43.678449648999994,"{u'type': u'Point', u'coordinates': (-79.3978875108, 43.6784496511)}"
73150,575,PO-00588,1339,Bathurst St,Bathurst St,East,Nina St,South,13085.0,12,,PPC,Existing,M2113085,0,311506.96,4837750.495,-79.41681639800001,43.679671518999996,"{u'type': u'Point', u'coordinates': (-79.4168163994, 43.6796715202)}"
73151,576,PO-00591,256,Dufferin St,Dufferin St,West,King St W,South,13089.0,4,,PPC,Existing,M1413089,0,310676.906,4833142.641,-79.427161355,43.638201683000005,"{u'type': u'Point', u'coordinates': (-79.4271613574, 43.6382016854)}"
73152,577,PO-00585,41,Ancaster Rd,Ancaster Rd,East,Katherine Rd,South,13082.0,6,,PPC,Existing,M0913082,0,307541.092,4843609.174,-79.465973555,43.732432291,"{u'type': u'Point', u'coordinates': (-79.4659735589, 43.7324322926)}"
73153,578,PO-00592,,,Gerrard St E,South,Carlaw Ave,East,13434.0,14,,PPC,Existing,M3013434,0,317576.668,4836442.436000001,-79.341567562,43.667817735,"{u'type': u'Point', u'coordinates': (-79.3415675615, 43.6678177327)}"
73154,579,PO-00593,417,King St E,King St E,South,Parliament St,East,13435.0,13,,PPC,Existing,M2813435,0,315873.318,4834786.325,-79.362723243,43.652937873,"{u'type': u'Point', u'coordinates': (-79.3627232399, 43.6529378709)}"
73155,580,PO-00595,,,Dundas St W,North,Lakeview Ave,West,13426.0,9,Little Portugal,PPC,Existing,M1913426,0,311021.04,4834392.708000001,-79.42288175899999,43.649451197,"{u'type': u'Point', u'coordinates': (-79.4228817559, 43.6494511957)}"
73156,581,PO-00596,,,Queen St W,South,White Squirrel Way,West,13427.0,10,West Queen West,PPC,Existing,M1913427,0,311137.716,4833742.714,-79.421443023,43.643599376000004,"{u'type': u'Point', u'coordinates': (-79.4214430248, 43.6435993815)}"
73157,582,PO-00597,1303,Queen St W,Queen St W,South,Cowan Ave,East,13428.0,4,Parkdale Village,PPC,Existing,M1413428,0,310219.841,4833486.862,-79.432822784,43.641303611000005,"{u'type': u'Point', u'coordinates': (-79.4328227859, 43.6413036157)}"
73158,584,PO-00604,156,Borough Dr,Borough Dr,North,Borough Approach E,West,13378.0,21,,PPC,Existing,M3813378,0,324348.126,4848046.063,-79.257179722,43.772116743000005,"{u'type': u'Point', u'coordinates': (-79.2571797183, 43.7721167459)}"
73159,585,PO-00605,725,Logan Ave,Logan Ave,East,Bain Ave,North,13380.0,14,,PPC,Existing,M3013380,0,317125.559,4836911.054,-79.34715065,43.672043519,"{u'type': u'Point', u'coordinates': (-79.3471506509, 43.6720435191)}"
73160,586,PO-00607,56,Queen St E,Queen St E,North,Bond St,East,13386.0,13,,PPC,Existing,M2713386,0,314753.917,4834797.056,-79.376600304,43.653050288,"{u'type': u'Point', u'coordinates': (-79.3766003074, 43.6530502866)}"
73161,587,PO-00606,25,Breadalbane St,Breadalbane St,South,Bay St,East,13382.0,13,,PPC,Existing,M2713382,0,314012.095,4835954.752,-79.385776983,43.663480643,"{u'type': u'Point', u'coordinates': (-79.385776977, 43.6634806488)}"
73162,588,PO-00609,419,Yonge St,Yonge St,East,Gerrard St E,North,13388.0,13,Downtown Yonge,PPC,Existing,M2713388,0,314284.863,4835575.813999999,-79.382401524,43.660066277,"{u'type': u'Point', u'coordinates': (-79.3824015246, 43.6600662755)}"
73163,589,PO-00610,,,Huron St,East,Cecil St,North,13389.0,11,,PPC,Existing,M2013389,0,313074.11199999996,4835192.371,-79.397418922,43.656629228999996,"{u'type': u'Point', u'coordinates': (-79.3974189228, 43.6566292341)}"
73164,590,PO-00614,945,King St W,King St W,South,Crawford St,East,13417.0,10,,PPC,Existing,M1913417,0,311783.395,4833529.157,-79.413442507,43.641671296999995,"{u'type': u'Point', u'coordinates': (-79.4134425017, 43.6416712975)}"
73165,591,PO-00616,769,Broadview Ave,Broadview Ave,East,Erindale Ave,South,13408.0,14,Broadview Danforth,PPC,Existing,M2913408,0,316195.924,4837472.325,-79.358667169,43.677110518999996,"{u'type': u'Point', u'coordinates': (-79.3586671692, 43.6771105189)}"
73166,592,PO-00617,916,Logan Ave,Logan Ave,West,Danforth Ave,North,13409.0,14,,PPC,Existing,M2913409,0,316914.92100000003,4837661.441000001,-79.349745911,43.678801435,"{u'type': u'Point', u'coordinates': (-79.3497459133, 43.6788014335)}"
73167,593,PO-00618,701,Pape Ave,Pape Ave,East,Danforth Ave,South,13410.0,14,Greektown on the Danforth,PPC,Existing,M3013410,0,317324.975,4837642.131,-79.344660723,43.678620818,"{u'type': u'Point', u'coordinates': (-79.3446607264, 43.6786208208)}"
73168,594,PO-00621,429,Coxwell Ave,Coxwell Ave,East,Hanson St,South,13413.0,19,,PPC,Existing,M3213413,0,319215.818,4837561.581,-79.321212067,43.677861493,"{u'type': u'Point', u'coordinates': (-79.3212120652, 43.6778614948)}"
73169,595,PO-00623,,,Main St,East,Danforth Ave,South,13415.0,19,Danforth Village,PPC,Existing,M3213415,0,320797.207,4838686.717,-79.301566087,43.68795677,"{u'type': u'Point', u'coordinates': (-79.3015660859, 43.6879567741)}"
73170,596,PO-00625,811,Gerrard St E,Gerrard St E,South,Logan Ave,East,13473.0,14,,PPC,Existing,M3013473,0,317309.25899999996,4836360.587,-79.344885357,43.667085532,"{u'type': u'Point', u'coordinates': (-79.3448853549, 43.6670855328)}"
73171,597,PO-00626,828,Bloor St W,Bloor St W,North,Shaw St,West,13474.0,11,Bloorcourt Village,PPC,Existing,M1913474,0,310973.404,4835844.75,-79.423455663,43.662521917,"{u'type': u'Point', u'coordinates': (-79.423455668, 43.6625219227)}"
73172,598,PO-00627,750,Bloor St W,Bloor St W,North,Montrose Ave,West,13475.0,11,Korea Town,PPC,Existing,M2013475,0,311166.413,4835905.692,-79.421061822,43.663068856,"{u'type': u'Point', u'coordinates': (-79.4210618236, 43.6630688544)}"
73173,599,PO-00628,664,Bloor St W,Bloor St W,North,Manning Ave,West,13476.0,11,Korea Town,PPC,Existing,M2013476,0,311559.998,4836021.943,-79.416180243,43.664111792,"{u'type': u'Point', u'coordinates': (-79.4161802491, 43.664111794)}"
73174,600,PO-00630,,,Lower Spadina Ave,East,Queens Quay W,North,13479.0,10,The Waterfront,PPC,Existing,M3013479,0,313528.692,4833121.057,-79.39181659399999,43.637979412,"{u'type': u'Point', u'coordinates': (-79.3918165914, 43.6379794154)}"
73175,601,PO-00631,,,Queens Quay W,North,Dan Leckie Way,East,13481.0,10,The Waterfront,PPC,Existing,M2013481,0,313198.219,4833018.032,-79.39591407,43.637055851999996,"{u'type': u'Point', u'coordinates': (-79.3959140677, 43.6370558523)}"
73176,602,PO-00632,230,Front St W,Front St W,North,Simcoe St,West,13482.0,10,Toronto Entertainment District,PPC,Existing,M2013482,0,313951.278,4833847.963,-79.386566755,43.644517474,"{u'type': u'Point', u'coordinates': (-79.3865667608, 43.6445174801)}"
73177,603,PO-00633,,,Queens Quay W,North,Yonge St,West,13483.0,10,The Waterfront,PPC,Existing,M2813483,0,314873.756,4833554.319,-79.375137826,43.641862364,"{u'type': u'Point', u'coordinates': (-79.3751378286, 43.6418623694)}"
73178,606,PO-00639,955,Yonge St,Yonge St,East,Aylmer Ave,North,13395.0,11,Rosedale Main Street,PPC,Existing,M2713395,0,313755.465,4837316.655,-79.388936391,43.6757427,"{u'type': u'Point', u'coordinates': (-79.3889363869, 43.6757427005)}"
73179,607,PO-00640,725,Church St,Church St,North,Collier St,West,13396.0,11,Bloor-Yorkville,PPC,Existing,M2713396,0,313970.886,4836962.941000001,-79.386270803,43.672556185,"{u'type': u'Point', u'coordinates': (-79.3862708033, 43.6725561857)}"
73180,608,PO-00641,8,Scollard St,Scollard St,North,Yonge St,West,13397.0,11,Bloor-Yorkville,PPC,Existing,M2713397,0,313797.61100000003,4836965.836,-79.38841954899999,43.672584357,"{u'type': u'Point', u'coordinates': (-79.3884195539, 43.6725843621)}"
73181,609,PO-00643,40,St Clair Ave E,St Clair Ave E,North,Alvin Ave,East,13399.0,12,Yonge & St. Clair,PPC,Temporarily Removed,M2213399,0,313479.42,4838735.977,-79.392336981,43.688521708,"{u'type': u'Point', u'coordinates': (-79.3923369834, 43.6885217117)}"
73182,610,PO-00644,599,Mount Pleasant Rd,Mount Pleasant Rd,East,Manor Rd E,South,13400.0,15,Mount Pleasant Village,PPC,Existing,M2213400,0,313806.841,4840442.222,-79.388247006,43.703876183,"{u'type': u'Point', u'coordinates': (-79.3882470106, 43.7038761891)}"
73183,611,PO-00645,14,St Clements Ave,St Clements Ave,North,Yonge St,West,13401.0,8,Uptown Yonge,PPC,Existing,M1613401,0,312868.37899999996,4841458.927,-79.399875791,43.713038596000004,"{u'type': u'Point', u'coordinates': (-79.3998757904, 43.7130386017)}"
73184,612,PO-00646,20,Covington Rd,Covington Rd,North,Saranac Blvd,East,13402.0,8,,PPC,Existing,M1513402,0,310282.209,4842300.336,-79.431960165,43.720635935,"{u'type': u'Point', u'coordinates': (-79.4319601614, 43.7206359406)}"
73185,613,PO-00648,47,Station Rd,Station Rd,East,Stanley Ave,South,13403.0,3,,PPC,Existing,M0613403,0,305280.37100000004,4830542.731000001,-79.494048568,43.614821903,"{u'type': u'Point', u'coordinates': (-79.4940485668, 43.6148219081)}"
73186,614,PO-00651,36,Brentwood Rd N,Brentwood Rd N,West,Birchview Blvd,South,13406.0,3,,PPC,Existing,M0513406,0,303656.664,4834178.726,-79.514172762,43.647550195,"{u'type': u'Point', u'coordinates': (-79.5141727565, 43.6475501995)}"
73187,615,PO-00652,,,Finch Ave W,North,Islington Ave,West,13462.0,1,,PPC,Existing,M0113462,0,299244.9,4845153.601,-79.568973965,43.746318269,"{u'type': u'Point', u'coordinates': (-79.5689739602, 43.7463182742)}"
73188,616,PO-00653,,,Finch Ave W,North,Jane St,East,13463.0,7,,PPC,Existing,M0813463,0,303395.51300000004,4846390.5030000005,-79.51744181,43.757471353999996,"{u'type': u'Point', u'coordinates': (-79.5174418143, 43.7574713578)}"
73189,617,PO-00654,,,Finch Ave W,South,Bathurst St,West,13464.0,6,,PPC,Existing,M1013464,0,309347.355,4848188.287,-79.443512833,43.7736409,"{u'type': u'Point', u'coordinates': (-79.4435128357, 43.773640906)}"
73190,618,PO-00656,,,Yonge St,West,Sheppard Ave W,North,13466.0,18,,PPC,Existing,M2313466,0,311951.797,4846873.367,-79.411178048,43.761784522,"{u'type': u'Point', u'coordinates': (-79.4111780498, 43.7617845261)}"
73191,620,PO-00372,30,Sewell's Rd,Sewell's Rd,North,Brenyon Way,East,8296.0,25,,PPC,Existing,M4208296,0,327682.955,4852038.049,-79.215585718,43.807953217,"{u'type': u'Point', u'coordinates': (-79.2155857163, 43.8079532181)}"
73192,621,PO-00657,173B,Front St E,Front St E,South,Lower Sherbourne St,West,12938.0,13,St. Lawrence Market Neighbourhood,PPC,Existing,M2812938,0,315433.601,4834485.265,-79.368180358,43.650234342,"{u'type': u'Point', u'coordinates': (-79.3681803574, 43.650234345)}"
73193,622,PO-00615,,,Brimley Rd,East,Dorcot Ave,North,13407.0,21,,PPC,Existing,M3813407,0,324344.071,4846660.21,-79.257280534,43.759642656000004,"{u'type': u'Point', u'coordinates': (-79.257280531, 43.7596426545)}"
73194,623,PO-00349,251,Dixon Rd,Dixon Rd,South,Islington Ave,East,8237.0,2,,PPC,Existing,M0408237,0,301089.56899999996,4839684.516,-79.546032236,43.697101222,"{u'type': u'Point', u'coordinates': (-79.5460322413, 43.6971012234)}"
73195,624,PO-00659,27,Richmond St W,Richmond St W,South,Bay St,East,13517.0,13,Financial District,PPC,Existing,M2813517,0,314467.725,4834608.615,-79.380151629,43.651357841999996,"{u'type': u'Point', u'coordinates': (-79.3801516232, 43.6513578402)}"
73196,630,PO-00011,214,Queen St W,Queen St W,North,Mc Caul St,East,7293.0,10,Queen Street West,PPC,Existing,M2007293,0,313728.348,4834492.024,-79.389319402,43.650317607,"{u'type': u'Point', u'coordinates': (-79.3893194053, 43.6503176066)}"
73197,631,PO-00370,4279,Lawrence Ave E,Lawrence Ave E,South,Manse Rd,West,8294.0,25,,PPC,Existing,M4408294,0,330702.166,4847840.82,-79.178262945,43.770074411,"{u'type': u'Point', u'coordinates': (-79.1782629401, 43.770074415)}"
73198,632,PO-00390,1651,Ellesmere Rd,Ellesmere Rd,South,Mccowan Rd,East,8286.0,24,,PPC,Existing,,0,324839.63300000003,4848048.6389999995,-79.251074338,43.772126795,"{u'type': u'Point', u'coordinates': (-79.2510743428, 43.7721267989)}"
73199,633,PO-00412,190,Exbury Rd,Jane St,East,Exbury Rd,South,8253.0,6,,PPC,Existing,M0908253,0,303954.49600000004,4843237.334,-79.510495048,43.729089858,"{u'type': u'Point', u'coordinates': (-79.5104950481, 43.7290898565)}"
73200,634,PO-00422,1906,Sheppard Ave W,Sheppard Ave W,North,Magellan Dr,West,8264.0,7,,PPC,Existing,M0908264,0,304005.044,4844423.982,-79.509869365,43.73977120000001,"{u'type': u'Point', u'coordinates': (-79.5098693613, 43.739771202)}"
73201,635,PO-00441,110,Rumsey Rd,Millwood Rd,North,Rumsey Rd,West,8316.0,15,,PPC,Existing,M2608316,0,315526.058,4840523.902,-79.366914131,43.704588566000005,"{u'type': u'Point', u'coordinates': (-79.366914135, 43.7045885662)}"
73202,636,PO-00475,1081,Pape Ave,Pape Ave,East,Torrens Ave,North,8350.0,14,,PPC,Existing,M2908350,0,316930.433,4839078.8780000005,-79.349521633,43.691559919,"{u'type': u'Point', u'coordinates': (-79.3495216385, 43.691559921)}"
73203,637,PO-00489,450,Adelaide St E,Brant St,West,Camden St,South,8364.0,10,,PPC,Existing,M2008364,0,312990.515,4834090.978,-79.39847204,43.646716136,"{u'type': u'Point', u'coordinates': (-79.3984720451, 43.646716141)}"
73204,638,PO-00501,,,Ellesmere Rd,South,Orton Park Rd,West,8434.0,24,,PPC,Existing,M4308434,0,327539.586,4848877.5430000005,-79.217501685,43.779509839,"{u'type': u'Point', u'coordinates': (-79.2175016807, 43.7795098451)}"
73205,639,PO-00512,541,Parliament St,Parliament St,East,Winchester St,North,8453.0,13,Cabbagetown,PPC,Existing,M2808453,0,315398.722,4836239.469,-79.368578297,43.666025005,"{u'type': u'Point', u'coordinates': (-79.3685782999, 43.6660250037)}"
73206,640,PO-00524,1523,Victoria Park Ave,Eglinton Ave E,North,Victoria Park Ave,East,8620.0,21,,PPC,Temporarily Removed,M3708620,0,320716.023,4842790.646000001,-79.302451838,43.724898883,"{u'type': u'Point', u'coordinates': (-79.3024518331, 43.7248988821)}"
73207,641,PO-00580,765,Queen St E,Saulter St,West,Queen St E,South,12937.0,14,Riverside District,PPC,Existing,M3012937,0,317104.672,4835491.046,-79.347442039,43.659261939,"{u'type': u'Point', u'coordinates': (-79.3474420435, 43.6592619397)}"
73208,642,PO-00556,200,Vine Ave,Vine Ave,North,Mc Murray Ave,East,12763.0,4,,PPC,Existing,M1312763,0,307191.167,4836306.352,-79.47034974399999,43.66669874,"{u'type': u'Point', u'coordinates': (-79.4703497497, 43.6666987404)}"
73209,643,PO-00562,484,Danforth Ave,Danforth Ave,North,Logan Ave,South,12755.0,14,Greektown on the Danforth,PPC,Existing,M2912755,0,316953.45,4837589.988,-79.34926967199999,43.678157632,"{u'type': u'Point', u'coordinates': (-79.3492696729, 43.6781576355)}"
73210,647,PO-00871,1795,Victoria Park Ave,Victoria Park Ave,West,Lawrence Ave E,South,,21,Wexford Heights,Collar,Existing,,0,320136.033,4844678.132,-79.309596759,43.741900698,"{u'type': u'Point', u'coordinates': (-79.3095967542, 43.7419006987)}"
73211,652,PO-01164,,,Steeles Ave E,North,Strawberry Hills Dr,East,15369.0,23,,PPC,Existing,M2315369,0,322490.84,4854478.355,-79.280037816,43.830060853999996,"{u'type': u'Point', u'coordinates': (-79.2800378152, 43.8300608553)}"
73212,669,PO-01050,545,Markham Rd,Greencrest Crct,South,Markham Rd,East,14290.0,24,,PPC,Existing,M4314290,0,327004.094,4846458.885,-79.224254154,43.757755579,"{u'type': u'Point', u'coordinates': (-79.2242541578, 43.7577555847)}"
73213,670,PO-01054,1571,Sandhurst Crcl,Finch Ave E,East,Sandhurst Crcl,South,14286.0,23,,PPC,Existing,M4114286,0,323304.657,4851966.766,-79.270005947,43.807434056999995,"{u'type': u'Point', u'coordinates': (-79.2700059495, 43.8074340633)}"
73214,671,PO-01061,25,Forest Manor Rd,Forest Manor Rd,East,Parkway Forest Dr,North,14244.0,17,,PPC,Existing,M3314244,0,317371.837,4847869.416999999,-79.343840582,43.770677983999995,"{u'type': u'Point', u'coordinates': (-79.3438405778, 43.7706779832)}"
73215,672,PO-01064,176,Berry Rd,Berry Rd,North,Park Lawn Rd,East,14319.0,3,,PPC,Existing,M0514319,0,305360.975,4832932.225,-79.493047461,43.636330642,"{u'type': u'Point', u'coordinates': (-79.4930474658, 43.6363306441)}"
73216,673,PO-01071,91,Barrington Ave,Barrington Ave,East,Secord Ave,South,14301.0,19,,PPC,Existing,M3114301,0,320786.92100000003,4839054.899,-79.30168275300001,43.691271093000005,"{u'type': u'Point', u'coordinates': (-79.3016827564, 43.691271092)}"
73217,674,PO-01077,3010,Bloor St W,Bloor St W,North,Royal York Rd,East,14357.0,3,The Kingsway,PPC,Existing,M0514357,0,303924.24199999997,4834181.046,-79.510855869,43.647571443000004,"{u'type': u'Point', u'coordinates': (-79.510855872, 43.6475714458)}"
73218,675,PO-01084,1246,Shaw St,Shaw St,West,Davenport Rd,South,14368.0,12,,PPC,Existing,M2114368,0,310582.075,4837177.526000001,-79.428293486,43.674521813,"{u'type': u'Point', u'coordinates': (-79.4282934909, 43.6745218193)}"
73219,676,PO-01092,115,Felstead Ave,Felstead Ave,South,Gillard Ave,East,14388.0,14,,PPC,Existing,M3014388,0,318791.849,4837673.879,-79.326467275,43.678880418999995,"{u'type': u'Point', u'coordinates': (-79.3264672785, 43.6788804232)}"
73220,677,PO-01098,4200,Sheppard Ave E,Sheppard Ave E,North,Midland Ave,West,14422.0,22,,PPC,Existing,M4114422,0,322589.762,4849517.9,-79.278972557,43.78540919899999,"{u'type': u'Point', u'coordinates': (-79.2789725627, 43.7854092009)}"
73221,679,PO-00037,145,Wellington St W,Wellington St W,South,Simcoe St,East,7325.0,10,Toronto Entertainment District,PPC,Existing,M2007325,0,314076.409,4834025.562,-79.385012667,43.646114562,"{u'type': u'Point', u'coordinates': (-79.3850126727, 43.6461145615)}"
73222,680,PO-00169,1255,Military Trl,Ellesmere Rd,South,Military Trl,West,1602.0,25,,PPC,Existing,M4401602,0,329881.19800000003,4849657.6,-79.188375307,43.786455546999996,"{u'type': u'Point', u'coordinates': (-79.1883753129, 43.7864555489)}"
73223,681,PO-00279,2340,Dundas St W,Dundas St W,East,Bloor St W,North,8198.0,4,,PPC,Existing,M1408198,0,308643.768,4835184.756,-79.452345625,43.656596778,"{u'type': u'Point', u'coordinates': (-79.4523456224, 43.656596782)}"
73224,682,PO-00290,77,Ossington Ave,Ossington Ave,East,Bruce St,North,8186.0,10,Ossington Avenue,PPC,Existing,M1908186,0,311300.572,4834010.955,-79.419421173,43.646012506999995,"{u'type': u'Point', u'coordinates': (-79.419421174, 43.6460125107)}"
73225,683,PO-00303,26,Sloane Ave,Eglinton Ave E,North,Sloane Ave,West,8204.0,16,,PPC,Temporarily Removed,M3708204,0,319813.563,4842937.333000001,-79.313648927,43.72623805,"{u'type': u'Point', u'coordinates': (-79.3136489278, 43.7262380504)}"
73226,684,PO-00320,21,Phoebe St,Phoebe St,West,Huron St,South,8096.0,10,,PPC,Existing,M2008096,0,313261.19899999996,4834498.304,-79.39511032600001,43.650379591000004,"{u'type': u'Point', u'coordinates': (-79.3951103268, 43.6503795952)}"
73227,685,PO-00335,3015,Bloor St W,Royal York Rd,West,Bloor St W,South,8220.0,3,The Kingsway,PPC,Existing,M0508220,0,303883.618,4834129.796,-79.511359358,43.647110078000004,"{u'type': u'Point', u'coordinates': (-79.5113593591, 43.6471100768)}"
73228,688,PO-00478,340,College St,College St,North,Major St,West,8353.0,11,,PPC,Existing,M2008353,0,312620.856,4835287.407,-79.403036928,43.657489592,"{u'type': u'Point', u'coordinates': (-79.4030369313, 43.6574895897)}"
73229,689,PO-00348,380,Dixon Rd,Dixon Rd,North,Kipling Ave,East,8236.0,1,,PPC,Existing,M0208236,0,300247.182,4839442.125,-79.556480988,43.694914704,"{u'type': u'Point', u'coordinates': (-79.556480986, 43.6949147066)}"
73230,690,PO-00350,1806,Islington Ave,Islington Ave,West,Summitcrest Dr,North,8238.0,2,,PPC,Existing,M0408238,0,301516.18100000004,4838155.136,-79.540730309,43.683336827,"{u'type': u'Point', u'coordinates': (-79.5407303043, 43.6833368301)}"
73231,691,PO-00353,707,Dundas St W,Dundas St W,South,Bathurst St,East,8227.0,10,,PPC,Temporarily Removed,M2008227,0,312508.505,4834659.463,-79.404438818,43.651838425,"{u'type': u'Point', u'coordinates': (-79.4044388219, 43.6518384241)}"
73232,693,PO-00359,195,Markham Rd,Markham Rd,East,Eglinton Ave E,North,8282.0,24,,PPC,Existing,,0,327442.59,4844874.164,-79.218875449,43.743478094,"{u'type': u'Point', u'coordinates': (-79.2188754485, 43.7434780943)}"
73233,694,PO-00363,10,Tuxedo Crt,Markham Rd,East,Tuxedo Crt,South,8287.0,24,,PPC,Existing,M3808287,0,326317.41,4848850.907,-79.23268590800001,43.779306608999995,"{u'type': u'Point', u'coordinates': (-79.2326859124, 43.7793066126)}"
73234,695,PO-00365,5556,Sheppard Ave E,Sheppard Ave E,North,Markham Rd,East,8289.0,23,,PPC,Existing,M4208289,0,325857.961,4850492.048,-79.23832922300001,43.794091812,"{u'type': u'Point', u'coordinates': (-79.2383292267, 43.7940918147)}"
73235,696,PO-00367,2462,Kingston Rd,Kingston Rd,North,Midland Ave,West,8291.0,20,,PPC,Existing,M3608291,0,325009.762,4841140.416999999,-79.249220764,43.709940357,"{u'type': u'Point', u'coordinates': (-79.2492207596, 43.7099403619)}"
73236,698,PO-00377,295,Alton Towers Crcl,Alton Towers Crcl,West,Goldhawk Trl,South,8301.0,23,,PPC,Existing,M4108301,0,322672.172,4853831.897,-79.277804793,43.824237714,"{u'type': u'Point', u'coordinates': (-79.2778047938, 43.8242377162)}"
73237,699,PO-00379,1089,Kingston Rd,Kingston Rd,South,Victoria Park Ave,East,8303.0,20,,PPC,Existing,M3608303,0,322229.227,4837891.046,-79.28382874100001,43.68076253,"{u'type': u'Point', u'coordinates': (-79.2838287407, 43.6807625298)}"
73238,700,PO-00381,496,Birchmount Rd,Birchmount Rd,West,Danforth Ave,North,8305.0,20,,PPC,Existing,M3508305,0,323441.976,4840944.891,-79.268681736,43.708221419,"{u'type': u'Point', u'coordinates': (-79.268681735, 43.7082214204)}"
73239,713,PO-00738,4,Devonshire Pl,Hoskin Ave,North,Devonshire Pl,West,13566.0,11,,PPC,Existing,M2013566,0,313098.942,4836062.16,-79.397097715,43.664458218,"{u'type': u'Point', u'coordinates': (-79.3970977144, 43.6644582159)}"
73240,714,PO-00739,6,Hoskin Ave,Hoskin Ave,North,Queen's Park Cres W,West,13567.0,11,,PPC,Existing,M2013567,0,313261.675,4836109.728,-79.39507916699999,43.664884553,"{u'type': u'Point', u'coordinates': (-79.3950791728, 43.6648845567)}"
73241,715,PO-00741,,,Harbord St,North,Huron St,East,13569.0,11,,PPC,Existing,M2013569,0,312887.848,4835969.779,-79.399716548,43.663628992,"{u'type': u'Point', u'coordinates': (-79.3997165433, 43.6636289906)}"
73242,716,PO-00743,55,Harbord St,Harbord St,South,Spadina Ave,East,13571.0,11,,PPC,Existing,M2013571,0,312724.144,4835907.214,-79.40174726800001,43.66306757899999,"{u'type': u'Point', u'coordinates': (-79.4017472698, 43.6630675852)}"
73243,717,PO-00744,631,Spadina Ave,Spadina Ave,East,Harbord St,North,13572.0,11,,PPC,Existing,M2013572,0,312696.391,4835953.023,-79.402090715,43.663480217,"{u'type': u'Point', u'coordinates': (-79.4020907131, 43.6634802223)}"
73244,718,PO-00746,250,College St,College St,North,Huron St,West,13574.0,11,,PPC,Existing,M2013574,0,312993.192,4835378.055,-79.398419342,43.658301533,"{u'type': u'Point', u'coordinates': (-79.3984193365, 43.658301534)}"
73245,719,PO-00749,255,Huron St,Russell St,North,Huron St,East,13577.0,11,,PPC,Existing,M2013577,0,313017.844,4835594.66,-79.398110402,43.660250996,"{u'type': u'Point', u'coordinates': (-79.3981104001, 43.6602509958)}"
73246,720,PO-00750,46,St George St,Russell St,South,St George St,West,13578.0,11,,PPC,Existing,M2013578,0,313087.919,4835603.828,-79.397241428,43.660332736,"{u'type': u'Point', u'coordinates': (-79.3972414302, 43.6603327423)}"
73247,721,PO-00751,214,College St,St George St,West,College St,North,13579.0,11,,PPC,Existing,M2013579,0,313141.51,4835497.268,-79.39657862600001,43.659372958,"{u'type': u'Point', u'coordinates': (-79.3965786244, 43.6593729611)}"
73248,723,PO-00406,3492,Weston Rd,Weston Rd,West,Finch Ave W,South,8247.0,7,Emery Village,PPC,Existing,M0708247,0,301376.654,4845762.143,-79.542509285,43.751808792,"{u'type': u'Point', u'coordinates': (-79.5425092829, 43.7518087919)}"
73249,724,PO-00073,378,Queen St W,Spadina Ave,East,Queen St W,North,6046.0,10,Queen Street West,PPC,Existing,M2006046,0,313169.476,4834341.945,-79.396249793,43.648973188,"{u'type': u'Point', u'coordinates': (-79.3962497964, 43.6489731912)}"
73250,725,PO-00004,367,Queen St W,Queen St W,South,Peter St,East,7286.0,10,Queen Street West,PPC,Existing,M2007286,0,313400.313,4834377.9180000005,-79.39338771199999,43.649294365,"{u'type': u'Point', u'coordinates': (-79.3933877129, 43.6492943638)}"
73251,726,PO-00754,2480,Eglinton Ave E,Eglinton Ave E,North,Midland Ave,West,13662.0,21,,PPC,Existing,M3713662,0,324257.73600000003,4843881.666999999,-79.258453313,43.734634903999996,"{u'type': u'Point', u'coordinates': (-79.2584533148, 43.7346349047)}"
73252,727,PO-00756,1896,Eglinton Ave E,Pharmacy Ave,East,Eglinton Ave E,North,13664.0,21,,PPC,Temporarily Removed,M3713664,0,321117.743,4842911.535,-79.297462088,43.725978295,"{u'type': u'Point', u'coordinates': (-79.2974620868, 43.7259783003)}"
73253,728,PO-00757,1060,Kennedy Rd,Lawrence Ave E,South,Kennedy Rd,West,13665.0,21,Kennedy Road,PPC,Existing,M3713665,0,322895.482,4845506.69,-79.275309393,43.749296458,"{u'type': u'Point', u'coordinates': (-79.2753093901, 43.7492964618)}"
